id,channel_id,product_channel_marketplace_id,error,sku,error_keyword,error_code,is_fixed,mark_as_resolved,action_type,severity,meta_data,created_by,updated_by,createdAt,updatedAt,is_ignored,is_product_errors,product_attribute_id,product_variant_attribute_id,product_variant_id,product_id,amazon_marketplace_id,task_queue_id,amazon_attribute_hierarchy_id,type
117104,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),8852036985201452-V3,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 71, ""productName"": ""MIXFOSAHN Halloween Ghost Finger Statue HIO-Hop Ghost Statue Halloween Decorations Indoor Farmhouse Tiered Tray Decor Spooky Home Decorations Coffee Table Centerpieces Shelf Mantel Display 2 Pcs"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:44.624379+00,2025-11-27 09:30:44.624379+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117103,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),8852036985201452-V5,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 71, ""productName"": ""MIXFOSAHN Halloween Ghost Finger Statue HIO-Hop Ghost Statue Halloween Decorations Indoor Farmhouse Tiered Tray Decor Spooky Home Decorations Coffee Table Centerpieces Shelf Mantel Display 2 Pcs"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:44.624379+00,2025-11-27 09:30:44.624379+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117102,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),8852036985201452-V4,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 71, ""productName"": ""MIXFOSAHN Halloween Ghost Finger Statue HIO-Hop Ghost Statue Halloween Decorations Indoor Farmhouse Tiered Tray Decor Spooky Home Decorations Coffee Table Centerpieces Shelf Mantel Display 2 Pcs"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:44.624379+00,2025-11-27 09:30:44.624379+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117101,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),8852036985201452-V1,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 71, ""productName"": ""MIXFOSAHN Halloween Ghost Finger Statue HIO-Hop Ghost Statue Halloween Decorations Indoor Farmhouse Tiered Tray Decor Spooky Home Decorations Coffee Table Centerpieces Shelf Mantel Display 2 Pcs"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:44.624379+00,2025-11-27 09:30:44.624379+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117100,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),8852036985201452-V2,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 71, ""productName"": ""MIXFOSAHN Halloween Ghost Finger Statue HIO-Hop Ghost Statue Halloween Decorations Indoor Farmhouse Tiered Tray Decor Spooky Home Decorations Coffee Table Centerpieces Shelf Mantel Display 2 Pcs"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:44.624379+00,2025-11-27 09:30:44.624379+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117099,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),7895203685985203-V3,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 68, ""productName"": ""Aekenr Floor lamp (Black & Beige Shade)"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.305521+00,2025-11-27 09:30:38.305521+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117098,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),7895203685985203-V4,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 68, ""productName"": ""Aekenr Floor lamp (Black & Beige Shade)"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.305521+00,2025-11-27 09:30:38.305521+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117097,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),7895203685985203-V1,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 68, ""productName"": ""Aekenr Floor lamp (Black & Beige Shade)"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.305521+00,2025-11-27 09:30:38.305521+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117096,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),7895203685985203-V2,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 68, ""productName"": ""Aekenr Floor lamp (Black & Beige Shade)"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.305521+00,2025-11-27 09:30:38.305521+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117095,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),PT-TY-01-V3,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 67, ""productName"": ""Karlliu Artificial Plants Succulent Flowers in Ceramic Planter 2 Pack Small Fake Plants Potted for Home Office Desk Decor Farmhouse Living Room Bedroom Shelves Decoration"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.184209+00,2025-11-27 09:30:38.184209+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117094,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),PT-TY-01-V4,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 67, ""productName"": ""Karlliu Artificial Plants Succulent Flowers in Ceramic Planter 2 Pack Small Fake Plants Potted for Home Office Desk Decor Farmhouse Living Room Bedroom Shelves Decoration"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.184209+00,2025-11-27 09:30:38.184209+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117093,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),PT-TY-01-V1,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 67, ""productName"": ""Karlliu Artificial Plants Succulent Flowers in Ceramic Planter 2 Pack Small Fake Plants Potted for Home Office Desk Decor Farmhouse Living Room Bedroom Shelves Decoration"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.184209+00,2025-11-27 09:30:38.184209+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117092,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),PT-TY-01-V2,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 67, ""productName"": ""Karlliu Artificial Plants Succulent Flowers in Ceramic Planter 2 Pack Small Fake Plants Potted for Home Office Desk Decor Farmhouse Living Room Bedroom Shelves Decoration"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:38.184209+00,2025-11-27 09:30:38.184209+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117091,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),69520145236-V3,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 62, ""productName"": ""6FT Artificial Norfolk Pine Garland, Realistic Christmas Greenery Garland for Mantle, Staircase, Banister, Fireplace, Wall, Door, Table, Indoor & Outdoor Holiday Winter Decortions"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:26.580934+00,2025-11-27 09:30:26.580934+00,False,True,NULL,NULL,NULL,NULL,1,5504,NULL,NULL
117090,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),69520145236-V1,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 62, ""productName"": ""6FT Artificial Norfolk Pine Garland, Realistic Christmas Greenery Garland for Mantle, Staircase, Banister, Fireplace, Wall, Door, Table, Indoor & Outdoor Holiday Winter Decortions"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:26.580934+00,2025-11-27 09:30:26.580934+00,False,True,NULL,NULL,NULL,NULL,1,5504,NULL,NULL
117089,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),69520145236-V2,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 62, ""productName"": ""6FT Artificial Norfolk Pine Garland, Realistic Christmas Greenery Garland for Mantle, Staircase, Banister, Fireplace, Wall, Door, Table, Indoor & Outdoor Holiday Winter Decortions"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:26.580934+00,2025-11-27 09:30:26.580934+00,False,True,NULL,NULL,NULL,NULL,1,5504,NULL,NULL
117088,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),MR-WH-97-V1,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 56, ""productName"": ""CLSEVXY Vanity Makeup Mirror with Stand, 1X/15X Magnification Double Sided 360 Degree Swivel, Portable Table Desk Counter top Magnifying Mirror, Tabletop Bathroom Shaving Mirror, 6.25 Inch"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:13.736865+00,2025-11-27 09:30:13.736865+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
117087,505,NULL,Cannot read properties of undefined (reading 'data')::Cannot read properties of undefined (reading 'data'),MR-WH-97-V2,PRODUCT_CREATE_ERROR,CATEGRA,False,False,NULL,error,"{""stack"": ""TypeError: Cannot read properties of undefined (reading 'data')\n    at AmazonProductBSQ2Service.processAllAmazonParentProducts (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:438:81)\n    at processTicksAndRejections (node:internal/process/task_queues:95:5)\n    at AmazonProductBSQ2Service.processAmazonProductBSQ2 (/var/www/categra/staging/api/src/modules/app/syncing/productSyncing/amazon/amazonProductBSQ2.service.ts:191:5)\n    at QueueProcessor.process (/var/www/categra/staging/api/src/modules/app/queue/queue.processor.ts:158:6)\n    at Worker.bullmq_1.Worker.connection [as processFn] (/var/www/categra/staging/api/src/modules/app/queue/queue.service.ts:207:5)\n    at /var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:917:26\n    at Worker.retryIfFailed (/var/www/categra/staging/api/node_modules/bullmq/src/classes/worker.ts:1181:16)"", ""batchSize"": 1, ""batchIndex"": 56, ""productName"": ""CLSEVXY Vanity Makeup Mirror with Stand, 1X/15X Magnification Double Sided 360 Degree Swivel, Portable Table Desk Counter top Magnifying Mirror, Tabletop Bathroom Shaving Mirror, 6.25 Inch"", ""currentQueue"": ""sync-amazon-create-base-product""}",NULL,NULL,2025-11-27 09:30:13.736865+00,2025-11-27 09:30:13.736865+00,False,True,NULL,NULL,NULL,NULL,2,5504,NULL,NULL
